id,english,part_of_speech,level,translation_fr,family
2518.0,laugh,"noun, verb",A1,rire,actions_general
2519.0,laughter,noun,A2,rire,general
2520.0,launch,"noun, verb",B2,lancement / lancer,actions_general
2521.0,law,noun,A2,loi / droit,law_politics
2522.0,lawn,noun,C1,pelouse,general
2523.0,lawsuit,noun,C1,procès / action en justice,law_politics
2524.0,lawyer,noun,A2,avocat,law_politics
2525.0,lay,verb,B1,poser / étendre,actions_general
2526.0,layer,noun,B1,couche,general
2527.0,layout,noun,C1,mise en page / disposition,general
2528.0,lazy,adjective,A2,paresseux,emotions_qualities
2529.0,lead,"noun, verb",A2,diriger / mener / plomb,actions_general
2530.0,leader,noun,A2,chef / dirigeant,general
2531.0,leadership,noun,B2,leadership / direction,work_career
2532.0,leading,adjective,B1,principal / de premier plan,descriptions_general
2533.0,leaf,noun,B1,feuille,general
2534.0,leaflet,noun,B2,prospectus / tract,general
2535.0,league,noun,B2,ligue,general
2536.0,leak,"noun, verb",C1,fuite / fuir,actions_general
2537.0,lean,verb,B2,pencher,actions_general
2538.0,leap,"noun, verb",C1,saut / bondir,actions_general
2539.0,learn,verb,A1,apprendre,education_academic
2540.0,learning,noun,A2,apprentissage,education_academic
2541.0,least,"adverb, determiner, pronoun",A2,le moins / moindre,descriptions_general
2542.0,leather,noun,B1,cuir,general
2543.0,leave,"noun, verb",A1,partir / quitter / congé,actions_general
2544.0,lecture,"noun, verb",A2,cours magistral / conférence,education_academic
2545.0,left,"adjective, adverb, noun",A1,gauche / parti,descriptions_general
2546.0,leg,noun,A1,jambe,health_body
2547.0,legacy,noun,C1,héritage,general
2548.0,legal,adjective,B1,juridique / légal,law_politics
2549.0,legend,noun,B2,légende,general
2550.0,legendary,adjective,C1,légendaire,descriptions_general
2551.0,legislation,noun,C1,législation,law_politics
2552.0,legislative,adjective,C1,législatif,descriptions_general
2553.0,legislature,noun,C1,législature / parlement,general
2554.0,legitimate,adjective,C1,légitime,descriptions_general
2555.0,leisure,noun,B1,loisir,general
2556.0,lemon,noun,A2,citron,general
2557.0,lend,verb,A2,prêter,actions_general
2558.0,length,noun,B1,longueur,general
2559.0,lengthy,adjective,C1,long / prolongé,descriptions_general
2560.0,lens,noun,B2,lentille / objectif,general
2561.0,lesbian,adjective,C1,lesbienne,descriptions_general
2562.0,less,"adverb, determiner, pronoun",A2,moins,descriptions_general
2563.0,lesser,adjective,C1,moindre,descriptions_general
2564.0,lesson,noun,A1,leçon,education_academic
2565.0,let,verb,A1,laisser / permettre,actions_general
2566.0,lethal,adjective,C1,mortel,descriptions_general
2567.0,letter,noun,A1,lettre,communication_language
2568.0,level,"adjective, noun, verb",A2,niveau / égaliser,descriptions_general
2569.0,liable,adjective,C1,responsable / susceptible de,descriptions_general
2570.0,liberal,"adjective, noun",C1,libéral,descriptions_general
2571.0,liberation,noun,C1,libération,general
2572.0,liberty,noun,C1,liberté,general
2573.0,library,noun,A1,bibliothèque,education_academic
2574.0,licence,noun,B2,licence / permis,general
2575.0,license,verb,C1,autoriser / accorder une licence,actions_general
2576.0,lie,"noun, verb",A1,mensonge / mentir / être allongé,actions_general
2577.0,life,noun,A1,vie,general
2578.0,lifelong,adjective,C1,à vie,descriptions_general
2579.0,lifestyle,noun,A2,mode de vie,general
2580.0,lifetime,noun,B2,durée de vie / vie entière,general
2581.0,lift,"noun, verb",A2,ascenseur / soulever,actions_general
2582.0,light,"adjective, noun, verb",A1,lumière / léger / allumer,descriptions_general
2583.0,lighting,noun,B2,éclairage,general
2584.0,like,"noun, preposition, verb",A1,aimer / comme,grammar_function_words
2585.0,likelihood,noun,C1,probabilité,general
2586.0,likely,adjective,A2,probable,descriptions_general
2587.0,likewise,adverb,B2,de même,descriptions_general
2588.0,limb,noun,C1,membre,general
2589.0,limit,"noun, verb",B1,limite / limiter,actions_general
2590.0,limitation,noun,B2,limitation,general
2591.0,limited,adjective,B2,limité,descriptions_general
2592.0,line,"noun, verb",A1,ligne,actions_general
2593.0,line-up,noun,C1,composition / programme,general
2594.0,linear,adjective,C1,linéaire,descriptions_general
2595.0,linger,verb,C1,s’attarder,actions_general
2596.0,link,"noun, verb",A2,lien / relier,actions_general
2597.0,lion,noun,A1,lion,nature_animals
2598.0,lip,noun,B1,lèvre,general
2599.0,liquid,"adjective, noun",B1,liquide,descriptions_general
2600.0,list,"noun, verb",A1,liste / lister,actions_general
2601.0,listen,verb,A1,écouter,communication_language
2602.0,listener,noun,A2,auditeur,general
2603.0,listing,noun,C1,liste / annonce,general
2604.0,literacy,noun,C1,alphabétisation / maîtrise de la lecture,general
2605.0,literally,adverb,B2,littéralement,descriptions_general
2606.0,literary,adjective,B2,littéraire,descriptions_general
2607.0,literature,noun,B1,littérature,education_academic
2608.0,litre,noun,B2,litre,general
2609.0,litter,noun,B2,déchets / portée,general
2610.0,little,"adjective, adverb, determiner, pronoun",A1,petit / peu,descriptions_general
2611.0,live,"adjective, adverb, verb",A1,vivre / en direct,descriptions_general
2612.0,lively,adjective,B2,animé / vivant,descriptions_general
2613.0,liver,noun,C1,foie,health_body
2614.0,living,"adjective, noun",B1,vivant / mode de vie,descriptions_general
2615.0,load,"noun, verb",B2,charge / charger,actions_general
2616.0,loan,noun,B2,prêt,finance_trading
2617.0,lobby,"noun, verb",C1,lobby / faire pression,actions_general
2618.0,local,"adjective, noun",A1,local,descriptions_general
2619.0,locate,verb,B1,situer / localiser,actions_general
2620.0,located,adjective,B1,situé,descriptions_general
2621.0,location,noun,B1,lieu / emplacement,general
2622.0,lock,"noun, verb",A2,verrou / verrouiller,actions_general
2623.0,log,"noun, verb",C1,journal / enregistrer,actions_general
2624.0,logic,noun,C1,logique,general
2625.0,logical,adjective,B2,logique,descriptions_general
2626.0,logo,noun,B2,logo,general
2627.0,lonely,adjective,B1,seul / solitaire,descriptions_general
2628.0,long,"adjective, adverb",A1,long,descriptions_general
2629.0,long-standing,adjective,C1,ancien / de longue date,descriptions_general
2630.0,long-term,"adjective, adverb",B2,à long terme,descriptions_general
2631.0,long-time,adjective,C1,de longue date,descriptions_general
2632.0,look,"noun, verb",A1,regarder / apparence,actions_general
2633.0,loom,verb,C1,se profiler / menacer,actions_general
2634.0,loop,noun,C1,boucle,general
2635.0,loose,adjective,B2,ample / lâche,descriptions_general
2636.0,lord,noun,B2,seigneur,general
2637.0,lorry,noun,A2,camion,general
2638.0,lose,verb,A1,perdre,actions_general
2639.0,loss,noun,B1,perte,finance_trading
2640.0,lost,adjective,A2,perdu,descriptions_general
2641.0,lot,"adverb, determiner, pronoun",A1,beaucoup / lot,descriptions_general
2642.0,lottery,noun,B2,loterie,general
2643.0,loud,"adjective, adverb",A2,fort / bruyant,descriptions_general
2644.0,loudly,adverb,A2,bruyamment,descriptions_general
2645.0,love,"noun, verb",A1,amour / aimer,emotions_qualities
2646.0,lovely,adjective,A2,ravissant / agréable,descriptions_general
2647.0,low,"adjective, adverb, noun",A2,bas / faible,descriptions_general
2648.0,lower,verb,B2,baisser / réduire,actions_general
2649.0,loyal,adjective,B2,loyal,emotions_qualities
2650.0,loyalty,noun,C1,loyauté,general
2651.0,luck,noun,A2,chance,general
2652.0,lucky,adjective,A2,chanceux,descriptions_general
2653.0,lunch,noun,A1,déjeuner / repas de midi,home_daily_life
2654.0,lung,noun,B2,poumon,health_body
2655.0,luxury,"adjective, noun",B1,luxe,descriptions_general
2656.0,lyric,noun,B2,parole de chanson,general
2657.0,machine,noun,A1,machine,general
2658.0,machinery,noun,C1,machines / machinerie,general
2659.0,mad,adjective,B1,fou / en colère,descriptions_general
2660.0,magazine,noun,A1,magazine,arts_media_sport
2661.0,magic,"adjective, noun",B1,magie / magique,descriptions_general
2662.0,magical,adjective,C1,magique,descriptions_general
2663.0,magistrate,noun,C1,magistrat,general
2664.0,magnetic,adjective,C1,magnétique,descriptions_general
2665.0,magnificent,adjective,B2,magnifique,descriptions_general
2666.0,magnitude,noun,C1,ampleur / magnitude,general
2667.0,mail,"noun, verb",A2,courrier / envoyer,actions_general
2668.0,main,adjective,A1,principal,descriptions_general
2669.0,mainland,noun,C1,continent,general
2670.0,mainly,adverb,B1,principalement,descriptions_general
2671.0,mainstream,"adjective, noun",C1,courant dominant,descriptions_general
2672.0,maintain,verb,B2,maintenir,actions_general
2673.0,maintenance,noun,C1,maintenance / entretien,general
2674.0,major,"adjective, noun",A2,majeur / principal,descriptions_general
2675.0,majority,noun,B2,majorité,general
2676.0,make,"noun, verb",A1,faire / fabriquer,actions_general
2677.0,make-up,noun,B2,maquillage,general
2678.0,making,noun,B2,fabrication / réalisation,general
2679.0,male,"adjective, noun",A2,masculin / homme,descriptions_general
2680.0,mall,noun,B1,centre commercial,general
2681.0,man,noun,A1,homme,general
2682.0,manage,verb,A2,gérer / réussir à,actions_general
2683.0,management,noun,B1,gestion / management,work_career
2684.0,manager,noun,A2,manager / responsable,work_career
2685.0,mandate,noun,C1,mandat,general
2686.0,mandatory,adjective,C1,obligatoire,descriptions_general
2687.0,manifest,verb,C1,manifester / montrer,actions_general
2688.0,manipulate,verb,C1,manipuler,actions_general
2689.0,manipulation,noun,C1,manipulation,general
2690.0,manner,noun,A2,manière,general
2691.0,manufacture,verb,B2,fabriquer,actions_general
2692.0,manufacturing,noun,B2,fabrication / industrie manufacturière,general
2693.0,manuscript,noun,C1,manuscrit,general
2694.0,many,"determiner, pronoun",A1,beaucoup de / nombreux,grammar_function_words
2695.0,map,"noun, verb",A1,carte / cartographier,travel_transport
2696.0,marathon,noun,B2,marathon,general
2697.0,march,"noun, verb",A1,marche / marcher,actions_general
2698.0,margin,noun,B2,marge,finance_trading
2699.0,marginal,adjective,C1,marginal,descriptions_general
2700.0,marine,adjective,C1,marin / maritime,descriptions_general
2701.0,mark,"noun, verb",A2,marque / note / marquer,actions_general
2702.0,marker,noun,B2,marqueur,general
2703.0,market,"noun, verb",A1,marché / commercialiser,finance_trading
2704.0,marketing,noun,B1,marketing,general
2705.0,marketplace,noun,C1,place de marché,general
2706.0,marriage,noun,B1,mariage,general
2707.0,married,adjective,A1,marié,descriptions_general
2708.0,marry,verb,A2,se marier / épouser,actions_general
2709.0,martial,adjective,B2,martial,descriptions_general
2710.0,mask,noun,C1,masque,general
2711.0,mass,"adjective, noun",B2,masse / nombreux,descriptions_general
2712.0,massacre,noun,C1,massacre,general
2713.0,massive,adjective,B2,massif / énorme,descriptions_general
2714.0,master,"noun, verb",B2,maître / maîtriser,actions_general
2715.0,match,"noun, verb",A1,match / correspondre,actions_general
2716.0,matching,adjective,B2,correspondant / assorti,descriptions_general
2717.0,mate,"noun, verb",B2,ami / camarade,actions_general
2718.0,material,"adjective, noun",A2,matériau / matériel,descriptions_general
2719.0,mathematical,adjective,C1,mathématique,descriptions_general
2720.0,mathematics,noun,A2,mathématiques,education_academic
2721.0,maths,noun,A2,maths,education_academic
2722.0,matter,"noun, verb",A2,matière / question / compter,actions_general
2723.0,mature,"adjective, verb",C1,mûr / mûrir,descriptions_general
2724.0,maximize,verb,C1,maximiser,actions_general
2725.0,maximum,"adjective, noun",B2,maximum,descriptions_general
2726.0,may,"noun, modal verb",A1,mai / pouvoir,grammar_function_words
2727.0,maybe,adverb,A1,peut-être,descriptions_general
2728.0,mayor,noun,B2,maire,general
2729.0,me,pronoun,A1,me / moi,grammar_function_words
2730.0,meal,noun,A1,repas,home_daily_life
2731.0,mean,verb,A1,signifier / vouloir dire,actions_general
2732.0,meaning,noun,A1,signification / sens,general
2733.0,meaningful,adjective,C1,significatif,descriptions_general
2734.0,means,noun,B2,moyen / moyens,general
2735.0,meantime,noun,C1,intervalle / entre-temps,general
2736.0,meanwhile,adverb,B1,pendant ce temps,descriptions_general
2737.0,measure,"noun, verb",B1,mesure / mesurer,actions_general
2738.0,measurement,noun,B2,mesure,general
2739.0,meat,noun,A1,viande,home_daily_life
2740.0,mechanic,noun,B2,mécanicien,general
2741.0,mechanical,adjective,B2,mécanique,descriptions_general
2742.0,mechanism,noun,B2,mécanisme,general
2743.0,medal,noun,B2,médaille,general
2744.0,media,noun,A2,médias,arts_media_sport
2745.0,medical,adjective,A2,médical,health_body
2746.0,medication,noun,B2,médicament,general
2747.0,medicine,noun,A2,médicament / médecine,health_body
2748.0,medieval,adjective,C1,médiéval,descriptions_general
2749.0,meditation,noun,C1,méditation,general
2750.0,medium,"adjective, noun",B1,moyen / support,descriptions_general
2751.0,meet,verb,A1,rencontrer / se réunir,actions_general
2752.0,meeting,noun,A1,réunion,work_career
2753.0,melody,noun,C1,mélodie,general
2754.0,melt,verb,B2,fondre,actions_general
2755.0,member,noun,A1,membre,general
2756.0,membership,noun,B2,adhésion / appartenance,general
2757.0,memo,noun,C1,note / mémo,general
2758.0,memoir,noun,C1,mémoires,general
2759.0,memorable,adjective,B2,mémorable,descriptions_general
2760.0,memorial,noun,C1,mémorial,general
2761.0,memory,noun,A2,mémoire / souvenir,general
2762.0,mental,adjective,B1,mental,descriptions_general
2763.0,mention,"noun, verb",A2,mention / mentionner,communication_language
2764.0,mentor,noun,C1,mentor,general
2765.0,menu,noun,A1,menu,general
2766.0,merchant,noun,C1,marchand / commerçant,general
2767.0,mercy,noun,C1,pitié / miséricorde,general
2768.0,mere,adjective,C1,simple / pur,descriptions_general
2769.0,merely,adverb,C1,simplement,descriptions_general
2770.0,merge,verb,C1,fusionner,actions_general
2771.0,merger,noun,C1,fusion,general
2772.0,merit,noun,C1,mérite,general
2773.0,mess,noun,B1,désordre,general
2774.0,message,noun,A1,message,communication_language
2775.0,metal,noun,A2,métal,general
2776.0,metaphor,noun,B2,métaphore,general
2777.0,method,noun,A2,méthode,general
2778.0,methodology,noun,C1,méthodologie,education_academic
2779.0,metre,noun,A1,mètre,general
2780.0,middle,"adjective, noun",A2,milieu / moyen,descriptions_general
2781.0,midnight,noun,A1,minuit,general
2782.0,midst,noun,C1,milieu,general
2783.0,might,modal verb,A2,pourrait / pouvoir,grammar_function_words
2784.0,migration,noun,C1,migration,general
2785.0,mild,adjective,B1,doux / léger,descriptions_general
2786.0,mile,noun,A1,mile,general
2787.0,militant,"adjective, noun",C1,militant,descriptions_general
2788.0,military,"adjective, noun",B2,militaire,descriptions_general
2789.0,militia,noun,C1,milice,general
2790.0,milk,noun,A1,lait,home_daily_life
2791.0,mill,noun,C1,usine / moulin,general
2792.0,million,number,A1,million,grammar_function_words
2793.0,mind,"noun, verb",A2,esprit / déranger,actions_general
2794.0,mine,"noun, pronoun",A2,mine / le mien,grammar_function_words
2795.0,miner,noun,B2,mineur,general
2796.0,mineral,noun,B2,minéral,general
2797.0,minimal,adjective,C1,minimal,descriptions_general
2798.0,minimize,verb,C1,minimiser,actions_general
2799.0,minimum,"adjective, noun",B2,minimum,descriptions_general
2800.0,mining,noun,C1,exploitation minière,general
2801.0,minister,noun,B2,ministre,law_politics
2802.0,ministry,noun,C1,ministère,general
2803.0,minor,adjective,B2,mineur / secondaire,descriptions_general
2804.0,minority,noun,B2,minorité,general
2805.0,minute,"adjective, noun",A1,minute / minuscule,descriptions_general
2806.0,miracle,noun,C1,miracle,general
2807.0,mirror,noun,A2,miroir,general
2808.0,miserable,adjective,B2,misérable / malheureux,descriptions_general
2809.0,misery,noun,C1,misère / malheur,general
2810.0,misleading,adjective,C1,trompeur,descriptions_general
2811.0,miss,verb,A1,manquer / rater,actions_general
2812.0,missile,noun,C1,missile,general
2813.0,missing,adjective,A2,manquant / disparu,descriptions_general
2814.0,mission,noun,B2,mission,general
2815.0,mistake,"noun, verb",A1,erreur / se tromper,actions_general
2816.0,mix,"noun, verb",B1,mélange / mélanger,actions_general
2817.0,mixed,adjective,B2,mélangé,descriptions_general
2818.0,mixture,noun,B1,mélange,general
2819.0,mob,noun,C1,foule / bande,general
2820.0,mobile,"adjective, noun",A2,mobile / téléphone portable,technology_data
2821.0,mobility,noun,C1,mobilité,general
2822.0,mobilize,verb,C1,mobiliser,actions_general
2823.0,mode,noun,B2,mode / manière,general
2824.0,model,"noun, verb",A1,modèle / modéliser,actions_general
2825.0,moderate,adjective,C1,modéré,descriptions_general
2826.0,modern,adjective,A1,moderne,descriptions_general
2827.0,modest,adjective,B2,modeste,descriptions_general
2828.0,modification,noun,C1,modification,general
2829.0,modify,verb,B2,modifier,actions_general
2830.0,moment,noun,A1,moment,general
2831.0,momentum,noun,C1,élan / dynamique,general
2832.0,monday,noun,A1,lundi,general
2833.0,money,noun,A1,argent,general
2834.0,monitor,"noun, verb",B2,écran / surveiller,actions_general
2835.0,monk,noun,C1,moine,general
2836.0,monkey,noun,A2,singe,nature_animals
2837.0,monopoly,noun,C1,monopole,general
2838.0,monster,noun,B2,monstre,general
2839.0,month,noun,A1,mois,general
2840.0,monthly,adjective,B2,mensuel,descriptions_general
2841.0,monument,noun,B2,monument,general
2842.0,mood,noun,B1,humeur / ambiance,emotions_qualities
2843.0,moon,noun,A2,lune,general
2844.0,moral,"adjective, noun",B2,moral,descriptions_general
2845.0,morality,noun,C1,moralité,general
2846.0,more,"adverb, determiner, pronoun",A1,plus / davantage,descriptions_general
2847.0,moreover,adverb,B2,de plus,descriptions_general
2848.0,morning,noun,A1,matin,general
2849.0,mortgage,noun,B2,hypothèque,general
2850.0,mosque,noun,B2,mosquée,general
2851.0,most,"adverb, determiner, pronoun",A1,le plus / la plupart,descriptions_general
2852.0,mostly,adverb,A2,principalement,descriptions_general
2853.0,mother,noun,A1,mère,home_daily_life
2854.0,motion,noun,B2,mouvement,general
2855.0,motivate,verb,B2,motiver,actions_general
2856.0,motivation,noun,B2,motivation,general
2857.0,motive,noun,C1,motif,general
2858.0,motor,"adjective, noun",B2,moteur,descriptions_general
2859.0,motorcycle,noun,A2,moto,general
2860.0,motorist,noun,C1,automobiliste,general
2861.0,mount,verb,B2,monter,actions_general
2862.0,mountain,noun,A1,montagne,nature_animals
2863.0,mouse,noun,A1,souris,general
2864.0,mouth,noun,A1,bouche,health_body
2865.0,move,"noun, verb",A1,mouvement / bouger,actions_general
2866.0,movement,noun,A2,mouvement,general
2867.0,movie,noun,A1,film,arts_media_sport
2868.0,moving,adjective,B2,émouvant / en mouvement,descriptions_general
2869.0,much,"adverb, determiner, pronoun",A1,beaucoup,descriptions_general
2870.0,mud,noun,B1,boue,general
2871.0,multiple,adjective,B2,multiple,descriptions_general
2872.0,multiply,verb,B2,multiplier,actions_general
2873.0,mum,noun,A1,maman,general
2874.0,municipal,adjective,C1,municipal,descriptions_general
2875.0,murder,"noun, verb",B1,meurtre / assassiner,actions_general
2876.0,muscle,noun,B1,muscle,health_body
2877.0,museum,noun,A1,musée,arts_media_sport
2878.0,music,noun,A1,musique,arts_media_sport
2879.0,musical,"adjective, noun",A2,musical / comédie musicale,descriptions_general
2880.0,musician,noun,A2,musicien,arts_media_sport
2881.0,must,modal verb,A1,devoir,grammar_function_words
2882.0,mutual,adjective,C1,mutuel,descriptions_general
2883.0,my,determiner,A1,mon / ma / mes,grammar_function_words
2884.0,myself,pronoun,A2,moi-même,grammar_function_words
2885.0,mysterious,adjective,B2,mystérieux,descriptions_general
2886.0,mystery,noun,B1,mystère,general
2887.0,myth,noun,B2,mythe,general
2888.0,nail,noun,B1,clou (hardware) / ongle (finger),general
2889.0,naked,adjective,B2,nu,descriptions_general
2890.0,name,"noun, verb",A1,nom / nommer,actions_general
2891.0,namely,adverb,C1,à savoir,descriptions_general
2892.0,narrative,"adjective, noun",B1,récit / narratif,descriptions_general
2893.0,narrow,"adjective, verb",A2,étroit / rétrécir,descriptions_general
2894.0,nasty,adjective,B2,méchant / désagréable,descriptions_general
2895.0,nation,noun,B1,nation,general
2896.0,national,"adjective, noun",A2,national,descriptions_general
2897.0,nationwide,adjective,C1,national / dans tout le pays,descriptions_general
2898.0,native,"adjective, noun",B1,natif / autochtone,descriptions_general
2899.0,natural,adjective,A1,naturel,descriptions_general
2900.0,naturally,adverb,B1,naturellement,descriptions_general
2901.0,nature,noun,A2,nature,general
2902.0,naval,adjective,C1,naval,descriptions_general
2903.0,navigation,noun,B2,navigation,general
2904.0,near,"adjective, adverb, preposition",A1,près de / proche,descriptions_general
2905.0,nearby,"adjective, adverb",B2,à proximité,descriptions_general
2906.0,nearly,adverb,A2,presque,descriptions_general
2907.0,neat,adjective,B2,soigné / net,descriptions_general
2908.0,necessarily,adverb,B1,nécessairement,descriptions_general
2909.0,necessary,adjective,A2,nécessaire,descriptions_general
2910.0,necessity,noun,B2,nécessité,general
2911.0,neck,noun,A2,cou,health_body
2912.0,need,"noun, verb, modal verb",A1,besoin / avoir besoin,actions_general
2913.0,needle,noun,B1,aiguille,general
2914.0,negative,"adjective, noun",A1,négatif,descriptions_general
2915.0,neglect,"noun, verb",C1,négliger / négligence,actions_general
2916.0,negotiate,verb,B2,négocier,actions_general
2917.0,negotiation,noun,B2,négociation,general
2918.0,neighbour,noun,A1,voisin,home_daily_life
2919.0,neighbourhood,noun,B1,quartier / voisinage,general
2920.0,neighbouring,adjective,C1,voisin / limitrophe,descriptions_general
2921.0,neither,"adverb, determiner, pronoun",A2,ni l’un ni l’autre,descriptions_general
2922.0,nerve,noun,B2,nerf,general
2923.0,nervous,adjective,A2,nerveux,descriptions_general
2924.0,nest,noun,C1,nid,general
2925.0,net,"adjective, noun",B1,filet / net,descriptions_general
2926.0,network,noun,A2,réseau,technology_data
2927.0,neutral,adjective,B2,neutre,descriptions_general
2928.0,never,adverb,A1,jamais,descriptions_general
2929.0,nevertheless,adverb,B2,néanmoins,descriptions_general
2930.0,new,adjective,A1,nouveau,descriptions_general
2931.0,newly,adverb,B2,nouvellement,descriptions_general
2932.0,news,noun,A1,nouvelles / actualités,general
2933.0,newsletter,noun,C1,newsletter / lettre d’information,general
2934.0,newspaper,noun,A1,journal,arts_media_sport
2935.0,next,"adjective, adverb, noun",A1,suivant / prochain,descriptions_general
2936.0,next to,preposition,A1,à côté de,grammar_function_words
2937.0,nice,adjective,A1,agréable / gentil,emotions_qualities
2938.0,niche,noun,C1,niche,general
2939.0,night,noun,A1,nuit,general
2940.0,nightmare,noun,B2,cauchemar,general
2941.0,nine,number,A1,neuf,grammar_function_words
2942.0,nineteen,number,A1,dix-neuf,grammar_function_words
2943.0,ninety,number,A1,quatre-vingt-dix,grammar_function_words
2944.0,no,"determiner, exclamation",A1,non / aucun,grammar_function_words
2945.0,no one,pronoun,A1,personne,grammar_function_words
2946.0,noble,adjective,C1,noble,descriptions_general
2947.0,nobody,pronoun,A1,personne,grammar_function_words
2948.0,nod,verb,C1,hocher la tête,actions_general
2949.0,noise,noun,A2,bruit,general
2950.0,noisy,adjective,A2,bruyant,descriptions_general
2951.0,nominate,verb,C1,nommer / proposer,actions_general
2952.0,nomination,noun,C1,nomination,general
2953.0,nominee,noun,C1,candidat / nommé,general
2954.0,non-profit,adjective,C1,à but non lucratif,finance_trading
2955.0,none,pronoun,A2,aucun,grammar_function_words
2956.0,nonetheless,adverb,C1,néanmoins,descriptions_general
2957.0,nonsense,noun,C1,absurdité / n’importe quoi,general
2958.0,noon,noun,C1,midi,general
2959.0,nor,"adverb, conjunction",B1,ni,descriptions_general
2960.0,norm,noun,B2,norme,general
2961.0,normal,"adjective, noun",A2,normal,descriptions_general
2962.0,normally,adverb,A2,normalement,descriptions_general
2963.0,north,"adjective, adverb, noun",A1,nord,descriptions_general
2964.0,northern,adjective,B1,du nord / septentrional,descriptions_general
2965.0,nose,noun,A1,nez,health_body
2966.0,not,adverb,A1,ne... pas,descriptions_general
2967.0,notable,adjective,C1,notable / remarquable,descriptions_general
2968.0,notably,adverb,C1,notamment,descriptions_general
2969.0,note,"noun, verb",A1,note / noter,actions_general
2970.0,notebook,noun,B2,carnet / ordinateur portable,general
2971.0,nothing,pronoun,A1,rien,grammar_function_words
2972.0,notice,"noun, verb",A2,avis / remarquer,actions_general
2973.0,notify,verb,C1,notifier / informer,actions_general
2974.0,notion,noun,B2,notion,general
2975.0,notorious,adjective,C1,notoire / tristement célèbre,descriptions_general
2976.0,novel,"adjective, noun",A2,roman / nouveau,arts_media_sport
2977.0,novelist,noun,B2,romancier,general
2978.0,november,noun,A1,novembre,general
2979.0,now,"adverb, conjunction",A1,maintenant,descriptions_general
2980.0,nowadays,adverb,B2,de nos jours,descriptions_general
2981.0,nowhere,adverb,A2,nulle part,descriptions_general
2982.0,nuclear,adjective,B1,nucléaire,energy_environment
2983.0,number,"noun, verb",A1,nombre / numéro,actions_general
2984.0,numerous,adjective,B2,nombreux,descriptions_general
2985.0,nurse,noun,A1,infirmier / infirmière,health_body
2986.0,nursery,noun,C1,crèche / pépinière,general
2987.0,nursing,noun,B2,soins infirmiers,general
2988.0,nut,noun,A2,noix (fruit) / écrou (hardware),general
2989.0,nutrition,noun,B2,nutrition,health_body
2990.0,o'clock,adverb,A1,heure pile,descriptions_general
2991.0,obesity,noun,B2,obésité,health_body
2992.0,obey,verb,B2,obéir,actions_general
2993.0,object,"noun, verb",A1,objet / s’opposer,actions_general
2994.0,objection,noun,C1,objection,general
2995.0,objective,"adjective, noun",B2,objectif,descriptions_general
2996.0,obligation,noun,B2,obligation,general
2997.0,oblige,verb,C1,obliger,actions_general
2998.0,observation,noun,B2,observation,general
2999.0,observe,verb,B2,observer,actions_general
3000.0,observer,noun,B2,observateur,general
3001.0,obsess,verb,C1,obséder,actions_general
3002.0,obsession,noun,C1,obsession,general
3003.0,obstacle,noun,B2,obstacle,general
3004.0,obtain,verb,B2,obtenir,actions_general
3005.0,obvious,adjective,B1,évident,descriptions_general
3006.0,obviously,adverb,B1,évidemment,descriptions_general
3007.0,occasion,noun,B1,occasion,general
3008.0,occasional,adjective,C1,occasionnel,descriptions_general
3009.0,occasionally,adverb,B2,occasionnellement / parfois,descriptions_general
3010.0,occupation,noun,B2,occupation / profession,general
3011.0,occupy,verb,B2,occuper,actions_general
3012.0,occur,verb,B1,se produire / arriver,actions_general
3013.0,occurrence,noun,C1,événement / occurrence,general
3014.0,ocean,noun,A2,océan,nature_animals
3015.0,october,noun,A1,octobre,general
3016.0,odd,adjective,B1,étrange / impair,descriptions_general
3017.0,odds,noun,C1,probabilités / chances,general
3018.0,of,preposition,A1,de,grammar_function_words
3019.0,off,"adverb, preposition",A1,éteint / loin / hors de,descriptions_general
3020.0,offence,noun,B2,infraction / offense,general
3021.0,offend,verb,B2,offenser,actions_general
3022.0,offender,noun,B2,délinquant / contrevenant,general
3023.0,offensive,adjective,B2,offensant / offensif,descriptions_general
3024.0,offer,"noun, verb",A2,offre / offrir,actions_general
3025.0,offering,noun,C1,offre / proposition,general
3026.0,office,noun,A1,bureau,work_career
3027.0,officer,noun,A2,agent / officier,general
3028.0,official,"adjective, noun",B1,officiel / responsable,descriptions_general
3029.0,offspring,noun,C1,descendant / progéniture,general
3030.0,often,adverb,A1,souvent,descriptions_general
3031.0,oh,exclamation,A1,oh,grammar_function_words
3032.0,oil,noun,A2,huile / pétrole,energy_environment
3033.0,ok,"adjective, adverb, exclamation",A1,d'accord / OK,descriptions_general
3034.0,old,adjective,A1,vieux / ancien,descriptions_general
3035.0,old-fashioned,adjective,B1,démodé / ancien,descriptions_general
3036.0,on,"adverb, preposition",A1,sur / allumé,descriptions_general
3037.0,once,"adverb, conjunction",A1,une fois / autrefois,descriptions_general
3038.0,one,"determiner, number, pronoun",A1,un,grammar_function_words
3039.0,ongoing,adjective,B2,en cours,descriptions_general
3040.0,onion,noun,A1,oignon,general
3041.0,online,"adjective, adverb",A1,en ligne,technology_data
3042.0,only,"adjective, adverb",A1,seulement / seul,descriptions_general
3043.0,onto,preposition,A2,sur / vers,grammar_function_words
3044.0,open,"adjective, verb",A1,ouvert / ouvrir,descriptions_general
3045.0,opening,noun,B2,ouverture,general
3046.0,openly,adverb,B2,ouvertement,descriptions_general
3047.0,opera,noun,B2,opéra,general
